book_name,tag,star
关于他人的痛苦,韩寒,3.3645161290322583
关于创意我有意见,广告,2.75
关于山本耀司的一切,设计,3.289308176100629
关于托勒密和哥白尼两大世界体系的对话,科学,3.9
关于方文山的素颜韵脚诗,诗词,2.8137931034482757
关于来洛尼亚王国的十三个童话故事,思想,3.5525641025641024
关于构图问题,绘画,4.175
关于现代建筑的16章,建筑,3.683333333333333
关于电影,电影,2.7
关于莉莉周的一切,日本文学,2.920358361330312
关于设计的思考,设计,3.1375
关于这个世界，你不快乐什么,成长,2.54
关于这颗心,佛教,3.35
关关雎鸠,校园,4.025
关山夺路,近代史,4.406810035842294
关系千万重,中国历史,2.965
关键对话,心理学,3.8726519337016576
关键时刻MOT,管理,3.466666666666667
关键设计报告,用户体验,3.2666666666666666
关键词,杂文,3.4541666666666666
兴盛与危机,政治学,3.8588709677419355
兵书十二卷,摄影,3.1
兵以诈立,军事,3.409090909090909
兵器史,军事,3.2
兵家必争之地,军事,2.6
兵王,军事,3.6285714285714286
其实我们一直活在春秋战国,中国历史,3.341666666666667
其实我啊，相信写真,摄影,3.0545454545454547
具体数学,算法,4.075
具体数学（英文版第2版）,算法,3.6875
养蜂人,科幻,3.475
兽血沸腾（第一卷）,网络小说,3.755
冀连梅谈：中国人应该这样用药,科普,4.35
内向者优势,思想,3.383445945945946
内向者沟通圣经,职场,3.3
内在体验,西方哲学,3.225
内在的天空,心理,4.056018518518519
内在的探索,心理学,3.7077625570776256
内在革命：一本关于成长的书,成长,3.575
内容算法,科技,3.683333333333333
内心的寂静,摄影,3.861635220125786
内战结束的前夜,摄影,3.6875
内战记,军事,3.9166666666666665
内秀,艺术史,3.3403846153846155
内衣“外穿”主义,女性,2.2
内观,佛教,3.75
内证观察笔记,国学,3.31
内闱,女性,3.0256410256410255
内陆岛屿,当代文学,4.1625
円舞曲は白いドレスで 1,日本漫画,3.075
冈底斯的诱惑,当代文学,3.03125
冈村宁次回忆录,回忆录,3.75
再一個謊言,东野圭吾,3.125
再不相爱就软了,随笔,2.8561444379732093
再不远行，就老了,旅行,3.018939393939394
再会，谢谢所有的鱼,科幻小说,3.49537750385208
再冷门的问题也有最热闹的答案,科普,3.090909090909091
再启动,职场,3.325
再嫁,沧月,4.0
再度觉醒,传记,4.3325
再生缘,古典文学,4.016666666666667
再生缘（上中下）,穿越,3.366455696202532
再看电商,互联网,3.45
再看金庸小说,金庸,5.0
再穷也要去旅行,生活,2.536065573770492
再袭面包店,安妮宝贝,3.400589970501475
再見了，忍老師,东野圭吾,3.1
再見野鼬鼠,张小娴,3.35
再见了，可鲁,传记,3.650931360040827
再见了，马拉卡纳,安妮宝贝,2.884892086330935
再见小时候,言情,3.575
再见杨德昌,电影,3.9357142857142855
再见野鼬鼠,张小娴,3.106
再见，冥王星,校园,3.7164864864864864
再见，出租屋,高木直子,3.4
再见，大马士革,旅行,3.1386138613861387
再造文明的尝试,思想,3.7838616714697406
冒号课堂,编程,4.00625
冒死记录,悬疑,3.485
冒烟的耳朵和尖叫的牙齿,科普,4.086585365853659
写作的女人危险,女性,2.8857142857142857
写作这回事,文学,3.8956926658905706
写在人生边上,随笔,3.798938790979723
写在人生边上 人生边上的边上 石语,随笔,3.5604322527015793
写在人生边上 写在人生边上的边上 石语,杂文,3.671875
写在墙上的脸,校园,2.5142857142857142
写在身体上,张悦然,3.5397170837867247
写得像郭敬明一样好,郭敬明,3.171875
写意巴洛克,音乐,2.8
写真物语II：日本摄影1969—1989,摄影,2.8
写真物语I：日本摄影1889—1968,摄影,2.533333333333333
写真的话,摄影,3.1625
写给中国人的经济学,经济,3.6
写给亲爱的妹妹,女性,3.2
写给儿童的名人故事(全套25册）,国学,4.585
写给全人类的数学魔法书,数学,3.85
写给单身的你,幾米,2.8375
写给大家的中国美术史,艺术史,3.4250994255413167
写给大家的西方美术史,艺术史,3.820132743362832
写给大家看的PPT设计书,设计,3.3041666666666667
写给大家看的Web设计书,用户体验,2.7966101694915255
写给大家看的算法书,算法,3.4
写给大家看的色彩书1,设计,3.7583333333333333
写给大家看的设计书,用户体验,3.6375
写给大家看的设计书（第3版）,交互,3.975
写给大家看的设计书（第3版）（精装版）,设计,4.5
写给大家看的设计书（第4版）,设计,4.2178571428571425
写给年少回不去的爱,落落,2.7625
写给无神论者,思想,3.6175925925925925
写给非广告人的广告常识,广告,3.8125
写食主义,杂文,3.4166666666666665
军国的幕僚,军事,3.3833333333333333
军奴左三知,耽美,3.5166666666666666
军情六处,军事,3.2
军火皇后（上下）,穿越,3.0416666666666665
军绅政权,近代史,3.4
农场,推理小说,3.716666666666667
农民进城防骗手册,社会学,3.5295454545454548
农禅寺：水月,建筑,4.0
冬吴相对论,经济,3.773076923076923
冬日最灿烂的阳光,言情,3.244666666666667
冬日笔记,传记,3.5
冬牧场,随笔,4.168054504163512
冬至,三毛,3.75
冬至草,科幻小说,3.8157894736842106
冯唐诗百首,诗词,2.8668206312548112
冰与火,股票,3.525
冰与火之歌,魔幻,4.55
冰与火之歌·卷一·权力的游戏（全三册）,魔幻,4.384
冰与火之歌·卷三·冰雨的风暴（上）,魔幻,4.35
冰与火之歌·卷三·冰雨的风暴（下）,魔幻,4.38
冰与火之歌·卷三·冰雨的风暴（中）,魔幻,4.43
冰与火之歌·卷三·冰雨的风暴（全三册）,魔幻,4.439130434782609
冰与火之歌·卷二·列王的纷争（上）,奇幻,4.1045454545454545
冰与火之歌·卷二·列王的纷争（下）,魔幻,4.32
冰与火之歌·卷二·列王的纷争（中）,魔幻,3.98125
冰与火之歌·卷二·列王的纷争（全三册）,魔幻,4.362792574656981
冰与火之歌·卷五·魔龙的狂舞（上）,魔幻,3.9923076923076923
冰与火之歌·卷五·魔龙的狂舞（下）,魔幻,4.226190476190476
冰与火之歌·卷五·魔龙的狂舞（中）,魔幻,4.007142857142857
冰与火之歌·卷五·魔龙的狂舞（全三册）,魔幻,4.253181818181818
冰与火之歌·卷四·群鸦的盛宴（上）,奇幻,3.925
冰与火之歌·卷四·群鸦的盛宴（下）,魔幻,4.2214285714285715
冰与火之歌·卷四·群鸦的盛宴（中）,魔幻,4.241666666666666
冰与火之歌·卷四·群鸦的盛宴（全三册）,魔幻,4.142253521126761
冰与火之歌·卷四·群鸦的盛宴（全两册）,魔幻,4.059117647058824
冰与火之歌漫画,奇幻,3.392857142857143
冰与火之歌（卷一）,魔幻,4.12829441075824
冰与火之歌（卷三）,魔幻,4.28145783453046
冰与火之歌（卷二）,魔幻,4.192063492063492
冰与火之歌：七王国的骑士,奇幻,4.0859375
冰之魔物语(24),耽美,3.5722713864306783
冰山在融化,韩寒,3.4583333333333335
冰川天女传（上下）,武侠,3.29375
冰是睡着的水,军事,3.1871428571428573
冰火魔厨,网络小说,3.6035714285714286
冰点,日本文学,3.8530465949820787
冰眼看日本,杂文,3.3991525423728812
冰與火之歌三部曲（卷三）劍雨風暴,魔幻,3.5
冰菓,轻小说,3.5244385733157197
冰鉴,思想,3.0
冰风谷（全三册）,魔幻,3.6710526315789473
冲撞 续,耽美,3.725
冲突,广告,2.85
冲绳好好玩,落落,2.5714285714285716
决战,军事,3.475
决战大数据,互联网,3.5625
决战葛底斯堡,军事,4.2
决斗写真论,摄影,3.7714285714285714
决策与判断,心理学,3.633771929824561
决胜SNS,互联网,2.6
决胜移动终端,互联网,2.3833333333333333
冷暴力,心理学,3.7134615384615386
冷月如霜,言情,2.7101941747572815
冷浪漫,科普,3.27890365448505
冷眼看人生,励志,3.30625
冷血,悬疑,3.7554054054054054
冷读术,心理学,3.111111111111111
净瑠璃的世界,戏剧,3.1
净空法师讲《了凡四训》,佛教,3.825
准备好了吗？开始工作吧！,职场,3.466666666666667
准风月谈,杂文,3.092857142857143
凉夏校园故事,校园,3.2625
凉宫春日的分裂,轻小说,3.575
凉宫春日的动摇,轻小说,3.1
凉宫春日的忧郁,轻小说,3.61
凉宫春日的惊愕（前）,轻小说,3.75
凉宫春日的惊愕（后）,轻小说,3.933333333333333
凉宫春日的愤慨,轻小说,3.05
凉宫春日的暴走,轻小说,3.7
凉宫春日的消失,轻小说,4.3875
凉宫春日的烦闷,轻小说,3.65
凉宫春日的阴谋,轻小说,3.85
凉宫春日系列 （套装共9册）,轻小说,3.6125
凉生，我们可不可以不忧伤,言情,3.151022304832714
凉生，我们可不可以不忧伤3,青春文学,2.406779661016949
凉生，我们可不可以不忧伤4,青春文学,2.6285714285714286
几乎成了英雄,安妮宝贝,3.058333333333333
几何原本,科学,3.34
几米创作十年精选（典藏版）,幾米,3.875
凡·高的树,绘画,3.9833333333333334
凡人歌,耽美,3.7
凡俗心愿,三毛,4.675
凡爾賽玫瑰(10),日本漫画,3.5444444444444443
凡高画传,绘画,3.7374301675977653
凤临天下（全三册）,穿越,3.125
凤于九天 23 千里救援,耽美,3.375
凤于九天 之 冬雷惊梦,耽美,3.1
凤于九天 之 太子出使,耽美,3.62
凤于九天 之 威镇博间,耽美,3.3666666666666667
凤于九天10 飞流激湍,耽美,2.65
凤于九天11 王者之爱,耽美,3.4
凤于九天13 惊天魔术,耽美,3.05
凤于九天14 诡奇之局,耽美,2.95
凤于九天15 爱恨烽烟,耽美,3.15
凤于九天17 一触即发,耽美,3.4
凤于九天18 风起云涌,耽美,2.9
凤于九天19 问剑苍穹,耽美,3.6
凤于九天20 十面埋伏,耽美,2.7
凤于九天21 疾风劲草,耽美,3.15
凤于九天24 惊隼大捷,耽美,3.4
凤于九天25 再临博间,耽美,3.425
凤于九天26 动魄惊心,耽美,2.625
凤于九天29 残更不寐,耽美,2.95
凤于九天8 荡气回程,耽美,3.0
凤于九天9 咫尺危影,耽美,2.4
凤于九天二十二 海夜异色,耽美,3.75
凤再上（上下）,穿越,3.2875
凤囚凰,穿越,3.533611896276269
凤囚凰（上中）,爱情,3.493681169886261
凤囚凰（下）,穿越,3.7261532039240244
凤舞大清Ⅰ,穿越,3.3636363636363638
凤舞大清Ⅱ,穿越,2.8205128205128207
凤血,言情,3.50625
凤逆苍穹1,穿越,3.6
凤霸天下Ⅰ·玄武篇,耽美,3.275
凤霸天下Ⅱ·白虎篇,耽美,3.3642857142857143
凤霸天下Ⅲ·四国篇,耽美,3.4583333333333335
凤非离,耽美,3.2581453634085213
凭海临风,传记,2.8766666666666665
凯恩斯传,经济,3.443850267379679
凯恩斯大战哈耶克,经济,3.5863636363636364
凯旋门,二战,3.8666666666666667
凯特王妃：争来的幸福,张小娴,2.4
凯西来了！,职场,3.7625
凰权（上下）,言情,3.1733102253032928
凶宅笔记,悬疑,3.2675
凶心人,悬疑,3.349240780911063
凶画,悬疑,3.0510752688172045
凸优化,算法,4.45
出云传说7,推理,3.3666666666666667
出发.才能到达-3000美金周游世界,旅行,2.53
出发吧!和爸妈一起!,高木直子,4.0
出发，和每个人谈一次梦想,思想,3.4214285714285713
出国自助游教室,旅行,3.5565217391304347
出家,当代文学,3.844736842105263
出师,股票,3.6
出梁庄记,社会学,3.852777777777778
出版人,创业,3.1125
出神,杂文,3.3593314763231197
击壤歌,青春,3.405930470347648
函数论与泛函分析初步,数学,3.75
刀与星辰,武侠,3.9935483870967743
刀丛里的诗,武侠,3.6
刀剑神域 01,轻小说,3.4642857142857144
刀剑神域 02,轻小说,3.5833333333333335
刀剑神域 03,轻小说,3.475
刀剑神域 04,轻小说,3.5833333333333335
刀剑神域 05,轻小说,3.716666666666667
刀剑神域 06,轻小说,3.8
刀剑神域 07,轻小说,3.9166666666666665
刀剑神域 08,轻小说,3.25
刀剑神域 09,轻小说,3.9
刀剑神域 10,轻小说,3.9
刀子和刀子,校园,3.10625
刀背藏身,武侠,3.8913793103448278
刀语 第一话,轻小说,3.0125
刀语 第七话,轻小说,3.775
刀语 第三话,轻小说,3.425
刀语 第五话,轻小说,3.1
刀语 第八话,轻小说,3.0
刀语 第六话,轻小说,3.55
刀语 第十话,轻小说,3.263157894736842
刀语 第四话,轻小说,3.15
刀锋,名著,4.185648661492159
分众的蓝海,企业史,2.45
分开旅行,随笔,2.778463165315474
分成两半的子爵,外国文学,4.005775211017325
分手信,爱情,3.18058934847256
分手清单,爱情,2.6723044397463003
分歧者,科幻,3.004
分身,悬疑,3.3678917152076435
分道而行,西方哲学,3.35
切·格瓦拉传,传记,3.238888888888889
切·格瓦拉画传,传记,3.35
切·格瓦拉语录,人物传记,3.2466666666666666
切尔诺贝利之花,回忆录,4.175
切蛋糕,创业,3.466666666666667
刑罚的历史,人文,2.8125
列侬回忆,音乐,3.061111111111111
列克星敦的幽灵,日本文学,3.639938712972421
列奥·施特劳斯与美国右派,自由主义,2.8
列子臆说（上）,国学,3.775
刘强东自述,创业,3.71
刘慈欣卷：天使时代,科幻小说,3.7583333333333333
刘氏女,中国文学,3.342502696871629
刘震云精选集,当代文学,3.786363636363636
创,商业,3.575
创世学说,策划,3.05
创世纪的第八天,科普,3.65
创世记,宗教,3.8
创世记（修订本）,宗教,3.5166666666666666
创业36条军规,互联网,3.5178899082568806
创业三板斧：重运营,创业,4.88
创业之初你不可不知的融资知识,金融,4.064285714285714
创业其实没那么难,创业,3.55
创业力(创业者的9堂必修课)(精),创业,4.29
创业可以走直线,创业,1.9
创业史,当代文学,3.3
创业小败局,商业,3.488
创业就是要细分垄断,创业,4.083333333333333
创业必经的那些事1,创业,3.6
创业无畏,商业,3.4833333333333334
"创业时, 我们在知乎聊什么?",互联网,3.4640151515151514
创业的国度,科技,3.4202247191011237
创业的旅程,创业,2.7
创业的现实,创业,3.75
创业的艺术,创业,3.15
创业维艰,科技,3.9505761673216546
创业者,互联网,2.75
创业者圣经,创业,3.65
创业者手册,商业,3.725
创业记,创业,3.05
创业，生与死,商业,3.9
创京东,互联网,3.255390334572491
创始人,职场,3.1548387096774193
创始人手记,创业,3.5
创客,科技,3.3558823529411765
创意,营销,3.091666666666667
创意@东京,设计,3.1708333333333334
创意之道,广告,3.5375
创意传播管理,互联网,3.05
创意市集,艺术,2.346839546191248
创意市集2·玩心大发,生活,2.6033333333333335
创意总监,广告,2.7
创意的构想,交互,2.625
创意的生成,广告,3.8875
创意的秘密,广告,3.8
创意笔记本4,策划,3.9
创意者说,广告,2.4
创新与企业家精神,商业,3.8225
创新与创业精神,创业,3.45
创新公司,商业,4.3
创新的扩散,营销,3.566666666666667
创新的洞见,科技,3.5
创新的神话,科技,3.6
创新的艺术,UCD,3.24375
创新者,科技,4.025
创新者的基因,创业,3.59
创新者的思考,创业,3.533333333333333
创新者的窘境,互联网,3.7459541984732825
创新者的窘境(全新修订版),互联网,4.113333333333333
创新者的解答,商业,4.079166666666667
创游记：游戏团队创业成长之路,创业,3.55
创造商业头脑的7种框架力,商业,3.43
创造日本,政治学,3.76
创造突破性产品,用户体验,3.6
创造自己的世界,绘画,4.65
创造自然,科普,4.241176470588235
创造进化论,西方哲学,3.6
创造金钱,理财,3.033333333333333
初刻拍案惊奇,古典文学,3.2153846153846155
初唐诗,诗词,3.4166666666666665
初夏荷花时期的爱情,爱情,3.161542470036477
初夏荷花時期的愛情,当代文学,3.26
初恋爱,青春文学,3.5803140096618358
初等数论,数学,3.95
初见即别离,旅行,3.0958605664488017
删除,互联网,3.0416666666666665
判断力批判,哲学,3.5
別相信任何人,悬疑,2.9346733668341707
利比亚战地日记,社会,3.347826086956522
利润模式,商业,3.3
利率史,金融,3.15
利用Python进行数据分析,编程,3.8321428571428573
利维坦,政治学,3.555590062111801
利维坦号战记Ⅰ——飞越阿尔卑斯,科幻小说,3.4833333333333334
利维坦的道德困境,政治学,3.6875
别了，雷曼兄弟,金融,3.5
别以为你有格调,人文,3.168067226890756
别做正常的傻瓜,心理学,3.540327868852459
别具光芒,web,2.45
别吻我，魔王小坏,校园,4.2
别告诉我你会做简历,职场,3.375
别告诉我你懂PPT,职场,3.2436170212765956
别和她说话2：X的现身,悬疑,3.9277777777777776
别处生活,人文,3.9987179487179487
别客气，请随意使用科学,科普,2.783333333333333
别害怕你所向往的生活,成长,3.4
别对我撒谎,社会,4.08
别怕，Excel VBA其实很简单,编程,3.827777777777778
别拿爱情说事儿,言情,3.8847457627118644
别拿男人不当动物,女性,2.97741935483871
别拿穿越不当工作（全三册）,穿越,4.005263157894737
别放弃，小豌豆,励志,2.9125
别无选择的贼,推理小说,3.37
别样的色彩,随笔,3.45
别独自用餐,管理,3.6616666666666666
别相信任何人,悬疑,3.022041186766644
别让猴子跳回背上,管理,3.4875
别说你懂职场礼仪,职场,3.225
别跟我说你懂日本,社会学,3.34520295202952
别逗了，费曼先生,科技,3.850948509485095
别那么骄傲,校园,3.6733333333333333
别闹了，费曼先生,科普,3.9835270338554825
到了南半球，才想起这里是冬天,旅行,3.1333333333333333
到奴役之路,自由主义,3.8555555555555556
到开封府混个差事,穿越,3.85
到灯塔去,幾米,3.576252723311547
到瑞士,旅行,3.945
到黑夜想你没办法,张悦然,3.437357630979499
制空权,军事,3.6
制造汉武帝,中国历史,3.5892857142857144
刷新,科技,3.682142857142857
刷盘子，还是读书？,经济,3.058333333333333
刺客,军事,3.35
刺客正传II：皇家刺客（上下）,奇幻,3.716666666666667
刺客正传Ⅰ·刺客学徒,魔幻,3.55
刺客正传Ⅲ·刺客任务（上下）,奇幻,3.7333333333333334
刺杀骑士团长,东野圭吾,3.4976088923355304
刺殺騎士團長,村上春树,3.625
刺殺騎士團長 第一部 意念顯現篇(平裝),村上春树,3.425
刺猬的优雅,哲学,3.3976911976911977
刺金时代——小时代电影全记录II,郭敬明,1.6
刺青时代,当代文学,3.4357142857142855
刺青杀人事件,推理小说,3.7967213114754097
刻下来的幸福时光,郭敬明,2.7083333333333335
刻意练习,心理学,3.7336065573770494
刻骨的愛人【Channel (A) V】,张小娴,2.1
刻骨的爱人,张小娴,3.100502512562814
前世今生,心理学,3.3525316455696204
前世今生：16堂生死启蒙课,心理学,3.050909090909091
前朝梦忆,历史,3.25
剑·花·烟雨江南,古龙,2.725
剑客行（上下）,武侠,2.5125
剑拔弩张的盟友,二战,4.2
剑指Offer,算法,3.963636363636364
剑桥中华人民共和国史（上卷）,近代史,3.7358490566037736
剑桥中华人民共和国史（下卷）,中国历史,3.9857142857142858
剑桥中华民国史（上卷）,历史,3.6227272727272726
剑桥中华民国史（下卷）,近代史,3.7
剑桥中国史（全十册）,历史,3.742857142857143
剑桥中国哲学导论,思想,3.45
剑桥中国明代史（上卷）,中国历史,3.525
剑桥中国晚清史（上下卷）,近代史,3.515
剑桥中国秦汉史,中国历史,3.54
剑桥中国隋唐史,中国历史,3.735
剑桥五重奏,科学,3.25
剑桥倚天屠龙史,历史,3.7796771130104463
剑桥战争史,军事,2.85
剑桥插图中国史,中国历史,3.38
剑桥插图宗教史,宗教,2.75
剑桥插图战争史,军事,2.6
剑桥插图考古史,考古,2.95
剑桥插图音乐指南,音乐,3.775
剑桥简明金庸武侠史,历史,3.7151655119322555
剑桥艺术史(一),艺术史,4.1
剑桥艺术史：17世纪艺术,美术,3.4642857142857144
剑桥艺术史：18世纪艺术,艺术史,3.4166666666666665
剑桥艺术史：19世纪艺术,艺术史,3.40625
剑桥艺术史：20世纪艺术,艺术史,3.682142857142857
剑桥艺术史：中世纪艺术,艺术,3.49
剑桥艺术史：古希腊罗马艺术,艺术史,4.130769230769231
剑桥艺术史：文艺复兴艺术,艺术史,3.5243589743589743
剑歌,武侠,3.382045929018789
剑毒梅香（全三册）,武侠,2.65
剑气书香,古龙,1.55
剑玄录（上下）,古龙,2.775
剑玄录（上中下）,古龙,2.5833333333333335
剑花·烟雨·江南,武侠,2.696
剥削好莱坞,电影,3.433333333333333
剥洋葱,人文,3.125
剧作家与戏剧,戏剧,3.3
剧作法,戏剧,3.325
剧场及其复象,戏剧,3.183333333333333
剧本,电影,3.776923076923077
剧院风情,女性,4.072961373390558
剩者为王,郭敬明,3.288065395095368
剩者为王Ⅰ,郭敬明,3.044722719141324
剩者为王Ⅱ,郭敬明,3.065564738292011
剪刀上的蘑菇,戏剧,3.7025089605734767
剪刀替針做媒人,亦舒,2.625
剪刀替针做媒人,亦舒,3.03125
剪灯新话,古典文学,3.4
剪辑之道,电影,4.04
副本,科幻小说,3.9375
創意市集II玩心大發,设计,2.1
劍豪生死鬥(01),日本漫画,4.045454545454546
力哥说理财,理财,3.4125
力挽狂澜：保罗•沃尔克和他改变的金融世界,金融,4.0
力量,绘画,3.0869565217391304
力量：改变人类文明的50大科学定理,科技,3.2
劝学篇,思想,3.922222222222222
劝导,外国名著,3.4041297935103243
功利主义,哲学,3.6880952380952383
功夫,武侠,3.669318181818182
功夫片的秘密,J.K.罗琳,3.15
加勒比海之谜,阿加莎·克里斯蒂,3.1115384615384616
加勒比海岛谋杀案,阿加莎·克里斯蒂,2.9
加图决策者手册,政治学,3.45
加德纳世界艺术史,艺术史,3.6166666666666667
加德纳艺术通史,艺术史,4.055555555555555
加缪全集（戏剧卷）,戏剧,4.05
加缪手记,思想,4.1319261213720315
加缪文集,哲学,3.734375
加贺探案集,东野圭吾,4.15
加速世界 01,轻小说,3.2875
加速世界 02,轻小说,2.7
加速：从拖延到高效，过三倍速度人生,励志,4.50625
务虚笔记,当代文学,3.7978260869565217
动态素描·人体结构,绘画,3.8
动态素描·人体解剖,绘画,3.0
动态素描·头部结构,绘画,4.25
动态素描·着衣人体,绘画,2.95
动机与人格,心理学,3.8
动机心理学,交互,3.25
动物农场,名著,4.2822986809334935
动物农庄,政治,4.179411764705883
动物凶猛,小说,3.471948196489098
动物园,悬疑,4.135365853658537
动物庄园,小说,4.2388713157508855
动物形状的烟火,张悦然,3.5
动物必须刷牙吗？,科普,3.5875
动物画技法,绘画,4.3
动物精神,金融,3.131818181818182
动能,广告,3.35
动能指标,股票,3.3
动荡的世界,金融,3.3375
助推,经济,3.18
努力，才配有未来,励志,3.58
努门诺尔与中洲之未完的传说,奇幻,4.4375
劫持白銀,东野圭吾,2.35
劫掠欧罗巴,艺术史,4.4
劫梦惊魂,几米,3.316666666666667
劳阿毛说并购,金融,3.6
势利,社会,3.2
勇敢抉择,商业,2.962745098039216
勇者曼德拉自传,人物传记,3.375
勋伯格和声学,音乐,3.2
勒.柯布西耶的住宅空间构成,建筑,2.9375
勒·柯布西埃,建筑,2.75
勒·柯布西埃全住宅,建筑,3.2
勒·柯布西耶与学生的对话,建筑,3.55
勒·柯布西耶建筑创作中的九个原型,建筑,2.2
勒·柯布西耶：机器与隐喻的诗学,建筑,3.575
勿忘,穿越,3.648241206030151
包法利夫人,名著,3.625878714031306
包豪斯,艺术史,2.757142857142857
包豪斯理想,艺术,2.8471337579617835
匆匆那年,爱情,3.553485075871269
匆匆那年（上下）,爱情,3.5277015305562265
化妆品好坏知多少,女性,3.6333333333333333
化物語 上,轻小说,3.7666666666666666
化物語 下,轻小说,4.0375
化身博士,外国名著,3.41
北京人,戏剧,3.7555555555555555
北京人在北京•煮海,郭敬明,2.85
北京十年,回忆录,3.5166666666666666
北京古建筑地图（上册）,建筑,3.808333333333333
北京四合院,建筑,3.25
北京姑娘,杂文,1.95
北京正午,耽美,3.13125
北京法源寺,历史,3.7317117117117116
北京的味道,人文,2.2916666666666665
北京的城墙与城门,历史,4.2625
北京的腔调,杂文,2.6785714285714284
北京秘境,文化,3.161111111111111
北京紫禁城,建筑,3.525
北京跑酷,建筑,3.433333333333333
北京，你是我今夜不及的梦,成长,2.6416666666666666
北京，北京,小说,3.0423839242850286
北城以北,青春文学,2.5555555555555554
北大女生,校园,3.4
北大往事,校园,3.475
北宋名家词选讲,诗词,4.07396449704142
北岛诗歌集,诗词,3.3110169491525423
北斗之拳 1,日本漫画,3.513888888888889
北方人的巴赫,音乐,3.43
北方夕鹤2,推理小说,3.5029411764705882
北方的河,当代文学,3.3283208020050123
北方的空地,穿越,4.132113821138211
北极光,旅行,3.5388888888888888
北极村童话,当代文学,3.8727272727272726
北極熊 café,日本漫画,3.8892857142857142
北極熊 café 草莓味,幾米,4.144444444444445
北欧四季透明笔记,人文,3.0
北欧瑞典的幸福设计,设计,2.95
北欧风格小屋,设计,3.15
北欧，冰与火之地的寻真之旅,人文,4.16375
北洋军阀史,近代史,3.2
北洋军阀史话,近代史,4.0
北洋夜行记,悬疑,3.750714285714286
北洋大时代,近代史,3.30625
北洋海军舰船志,军事,4.45
北洋裂变,历史,3.292666666666667
北洋集团崛起研究,近代史,3.75
北海怪兽,回忆录,3.765217391304348
北纬78°（全二册）,旅行,3.216666666666667
北航悠游记,校园,3.65
北野武的小酒馆,随笔,3.873523727721709
北野武自述,人物传记,3.340909090909091
北鸢,历史,3.7951799095389185
匠人,人文,3.903030303030303
匣中失乐,推理小说,3.2456521739130433
匹配度,用户体验,3.35
区分,社会学,3.23
区块链,互联网,3.25
区块链技术驱动金融,科技,3.7548387096774194
区块风波,三毛,4.5
医生杜明,悬疑,3.0558766859344892
医生的修炼,科普,4.3
十一字杀人,悬疑,3.0469803576663734
十一字殺人,东野圭吾,3.12
十一种孤独,幾米,3.6047741633512755
十七岁不哭,校园,3.3166259168704157
十万个为什么,科学,3.552027027027027
十三亿种活法,成长,3.0833333333333335
十三夜,日本文学,3.516901408450704
十三层空间,科幻小说,4.4625
十九世纪欧洲艺术史,艺术史,4.5
十九岁的时差,摄影,4.707985697258641
十九年间谋杀小叙,悬疑,4.1840909090909095
十二个明天,科幻小说,3.2125
十二味生活设计,艺术,3.314162028447743
十二國記 - 前傳 - 魔性之子,轻小说,3.8
十二國記·華胥之幽夢,轻小说,3.97
十二國記：月之影·影之海（上）,奇幻,3.995833333333333
十二國記：月之影·影之海（下）,轻小说,4.113207547169812
十二國記：東之海神·西之滄海,轻小说,4.0625
十二國記：風之海·迷宮之岸（上）,轻小说,3.941666666666667
十二國記：風之海·迷宮之岸（下）,轻小说,3.775
十二國記：風之萬里·黎明之空（上）,轻小说,4.15
十二國記：風之萬里·黎明之空（下）,轻小说,4.275
十二國記：黃昏之岸·曉之天（上）,轻小说,3.75
十二國記：黃昏之岸·曉之天（下）,轻小说,3.6375
十二幅地图中的世界史,历史,3.8636363636363638
十二楼,古典文学,3.675
十五年等待候鸟,言情,3.401766004415011
十人,思想,3.21
十亿美金的教训,互联网,3.3125
十八岁出门远行,青春,3.4647058823529413
十八岁给我一个姑娘,小说,3.1247612985359643
十八春,爱情,3.4995531724754243
十六世纪明代中国之财政与税收,中国历史,3.5277777777777777
十六夜膳房,青春文学,4.520833333333333
十六岁少女 孤女俱乐部,校园,3.6125
十四堂人生创意课,安妮宝贝,3.3146113354116626
十四堂人生创意课III,广告,3.2411764705882353
十四堂人生创意课Ⅱ,广告,3.0913793103448275
十字,科幻小说,3.463636363636364
十字军东征――以耶路撒冷之名,宗教,2.216666666666667
十字屋的小丑,东野圭吾,3.1375
十宅论,设计,3.109406952965235
十宗罪,网络小说,2.7800218340611353
十宗罪 4,悬疑,2.8958333333333335
十宗罪3,悬疑,2.757575757575758
十宗罪前传,悬疑,2.992831541218638
十年,生活,3.6742718446601943
十年一品温如言,爱情,3.589270273318546
十年一梦,金融,3.780921052631579
十年一觉电影梦,电影,3.760011072153534
十年之爱,安妮宝贝,2.0
十年徒步中国,励志,3.588235294117647
十年轮回,金融,4.1
十日后,日本漫画,4.250896057347671
十日谈,名著,2.843021169716541
十杆枪,军事,3.75
十爱,爱情,2.593848085373509
十角馆事件,推理小说,3.353035143769968
十角馆杀人预告,推理小说,3.3443548387096773
十里红莲艳酒,耽美,3.3529411764705883
十里红莲艳酒2,耽美,3.25
十里红莲艳酒3,耽美,3.425
十面包袱,杂文,3.459090909090909
千万别在奶奶家生病,科幻小说,2.35
千亿个太阳,科普,3.9
千劫眉·不予天愿,武侠,4.0375
千劫眉·两处沉吟,武侠,4.4144736842105265
千古名将英雄梦（壹）,军事,3.9833333333333334
千古大变局,近代史,4.0
千古文人侠客梦,武侠,3.348747591522158
